Prolific_id,Time taken,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Total approvals,Status
participant_307,10.966666666666667,41,Female,White,Spain,Spain,Spain,Spanish,Yes,Part-Time,731,APPROVED
participant_331,19.55,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),32,APPROVED
participant_324,17.433333333333334,54,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2,APPROVED
participant_317,12.133333333333333,26,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,41,APPROVED
participant_322,43.81666666666667,26,Female,Black,South Africa,South Africa,South Africa,English,No,Part-Time,43,APPROVED
participant_329,19.566666666666666,25,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,53,APPROVED
participant_333,18.283333333333335,46,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,203,APPROVED
participant_309,8.216666666666667,19,Male,White,Spain,Spain,Spain,Spanish,Yes,Other,93,APPROVED
participant_313,16.683333333333334,68,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED,170,APPROVED
participant_325,17.5,34,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,66,APPROVED
participant_326,34.9,33,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,103,APPROVED
participant_316,13.25,34,Female,Mixed,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),34,APPROVED
participant_312,8.716666666666667,48,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,2,APPROVED
participant_310,13.816666666666666,40,Female,Mixed,Australia,Australia,Australia,English,No,Part-Time,830,APPROVED
participant_334,15.166666666666666,39,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time,131,APPROVED
participant_315,18.316666666666666,19,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,17,APPROVED
participant_361,10.083333333333334,26,Male,White,Italy,Italy,Italy,Italian,Yes,Other,422,APPROVED
participant_341,12.333333333333334,31,Male,White,Greece,Greece,Greece,Greek,Yes,Full-Time,631,APPROVED
participant_339,23.083333333333332,26,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other,244,APPROVED
participant_346,11.216666666666667,33,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,595,APPROVED
participant_355,28.733333333333334,26,Female,Mixed,Greece,Greece,Greece,Greek,Yes,Unemployed (and job seeking),42,APPROVED
participant_337,11.466666666666667,25,Male,White,France,France,France,French,No,Full-Time,135,APPROVED
participant_345,14.833333333333334,24,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking),310,APPROVED
participant_350,12.566666666666666,33,Female,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED,531,APPROVED
participant_348,12.066666666666666,35,Female,White,Greece,Greece,Greece,Greek,No,Full-Time,177,APPROVED
participant_354,11.166666666666666,26,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time,357,APPROVED
participant_344,10.65,30,Male,White,Netherlands,Austria,Netherlands,Dutch,No,Full-Time,150,APPROVED
participant_343,16.816666666666666,26,Male,White,Croatia,Croatia,Croatia,Croatian,No,Full-Time,78,APPROVED
participant_342,8.383333333333333,35,Female,White,Italy,Italy,Italy,Italian,No,Part-Time,148,APPROVED
participant_347,6.95,32,Male,White,Slovenia,Slovenia,Slovenia,Slovenian,No,Full-Time,194,APPROVED
participant_351,15.75,48,Female,White,Russian Federation,Japan,Russian Federation,Russian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",1023,APPROVED
participant_357,14.733333333333333,23,Male,Black,Zambia,South Africa,Zambia,English,No,Full-Time,412,APPROVED
participant_336,12.15,22,Male,White,Greece,Greece,Greece,Greek,Yes,Full-Time,182,APPROVED
participant_349,10.5,29,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Due to start a new job within the next month,391,APPROVED
participant_340,35.333333333333336,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),317,APPROVED
participant_353,17.516666666666666,33,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,357,APPROVED
participant_356,33.68333333333333,26,Male,White,Estonia,Finland,Finland,Estonian,No,Full-Time,83,APPROVED
participant_360,19.666666666666668,30,Female,White,Spain,Spain,Spain,English,Yes,Part-Time,269,APPROVED
participant_352,10.6,36,Female,White,Canada,Canada,Canada,English,No,Part-Time,192,APPROVED
participant_358,11.016666666666667,40,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,298,APPROVED
participant_364,20.966666666666665,25,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,0,APPROVED
participant_381,16.966666666666665,23,Male,White,Greece,Greece,Greece,Greek,Yes,Unemployed (and job seeking),56,APPROVED
participant_365,12.65,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,3753,APPROVED
participant_372,16.55,35,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,287,APPROVED
participant_382,16.25,26,Male,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),29,APPROVED
participant_373,13.283333333333333,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",280,APPROVED
participant_368,12.466666666666667,43,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,48,APPROVED
participant_376,14.266666666666667,36,Male,Asian,France,France,France,French,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",187,APPROVED
participant_362,12.7,43,Female,White,Italy,Italy,Italy,Italian,No,Part-Time,70,APPROVED
participant_385,24.883333333333333,51,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,4,APPROVED
participant_377,10.6,26,Male,White,Denmark,Denmark,Denmark,Danish,Yes,Full-Time,96,APPROVED
participant_384,13.616666666666667,29,Female,White,Hungary,Hungary,Hungary,Hungarian,No,Part-Time,349,APPROVED
participant_388,8.766666666666667,23,Female,White,Poland,Poland,Poland,Polish,Yes,Full-Time,289,APPROVED
participant_375,9.133333333333333,27,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking),19,APPROVED
participant_369,40.68333333333333,40,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,108,APPROVED
participant_389,17.666666666666668,21,Male,White,Poland,Poland,Poland,Polish,Yes,Other,158,APPROVED
participant_370,29.083333333333332,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,604,APPROVED
participant_386,30.333333333333332,31,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,338,APPROVED
participant_380,17.883333333333333,37,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,596,APPROVED
participant_363,14.35,32,Female,Mixed,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),118,APPROVED
participant_374,10.833333333333334,18,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Other,213,APPROVED
participant_366,17.666666666666668,37,Male,White,Spain,Spain,Spain,Spanish,No,Unemployed (and job seeking),242,APPROVED
participant_378,22.066666666666666,21,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,31,APPROVED
participant_412,23.25,33,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,153,APPROVED
participant_416,26.033333333333335,28,Male,Black,South Africa,South Africa,South Africa,English,No,Part-Time,24,APPROVED
participant_396,12.683333333333334,29,Female,White,Poland,Poland,Poland,Polish,No,Full-Time,260,APPROVED
participant_403,16.85,46,Female,Black,Kenya,Kenya,Kenya,English,Yes,Other,68,APPROVED
participant_393,12.416666666666666,23,Male,Black,South Africa,South Africa,South Africa,English,No,Part-Time,277,APPROVED
participant_397,21.966666666666665,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,84,APPROVED
participant_399,9.366666666666667,29,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,709,APPROVED
participant_415,6.983333333333333,51,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time,776,APPROVED
participant_401,25.083333333333332,34,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,845,APPROVED
participant_413,13.566666666666666,27,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,170,APPROVED
participant_410,44.75,28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,0,APPROVED
participant_394,9.966666666666667,33,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time,1095,APPROVED
participant_404,17.566666666666666,36,Female,White,Greece,Czech Republic,Greece,Greek,DATA_EXPIRED,Full-Time,689,APPROVED
participant_405,19.916666666666668,55,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,9,APPROVED
participant_391,30.316666666666666,40,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,409,APPROVED
participant_409,15.583333333333334,40,Male,White,Portugal,Portugal,Portugal,Portuguese,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",131,APPROVED
participant_418,13.733333333333333,46,Female,Other,South Africa,South Africa,South Africa,English,No,Part-Time,284,APPROVED
participant_398,7.9,59,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,5,APPROVED
participant_392,44.4,21,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,112,APPROVED
participant_417,11.416666666666666,23,Male,Asian,Vietnam,Vietnam,Vietnam,Vietnamese,No,Unemployed (and job seeking),172,APPROVED
participant_406,33.3,22,Male,Black,Nigeria,United Kingdom,United Kingdom,English,Yes,Part-Time,79,APPROVED
participant_395,15.45,26,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,966,APPROVED
participant_408,15.333333333333334,25,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,7,APPROVED
participant_400,13.116666666666667,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,72,APPROVED
participant_446,16.4,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),27,APPROVED
participant_449,12.9,27,Female,White,Poland,Sweden,Poland,Polish,No,Full-Time,64,APPROVED
participant_421,8.45,39,Female,White,Lithuania,United Kingdom,Lithuania,Lithuanian,No,Full-Time,910,APPROVED
participant_440,19.883333333333333,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),58,APPROVED
participant_432,11.133333333333333,30,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,109,APPROVED
participant_437,10.983333333333333,28,Female,White,Albania,DATA_EXPIRED,Albania,Albanian,No,Full-Time,13,APPROVED
participant_439,16.866666666666667,43,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Other,385,APPROVED
participant_428,14.283333333333333,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking),123,APPROVED
participant_445,28.633333333333333,24,Female,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time,467,APPROVED
participant_443,9.35,19,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time,48,APPROVED
participant_429,12.283333333333333,18,Female,White,Germany,Germany,Germany,German,Yes,Part-Time,107,APPROVED
participant_422,12.1,23,Male,Black,Kenya,Kenya,Kenya,English,Yes,Full-Time,266,APPROVED
participant_423,25.166666666666668,45,Female,Black,Nigeria,France,Nigeria,English,Yes,Full-Time,41,APPROVED
participant_438,11.533333333333333,31,Male,White,South Africa,South Africa,South Africa,English,No,Full-Time,425,APPROVED
participant_441,18.266666666666666,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,801,APPROVED
participant_448,12.633333333333333,55,Female,White,Croatia,Croatia,Croatia,Croatian,No,Full-Time,27,APPROVED
participant_447,9.566666666666666,31,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,160,APPROVED
participant_426,17.1,26,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,149,APPROVED
participant_444,31.683333333333334,24,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking),165,APPROVED
participant_424,15.633333333333333,27,Female,White,Italy,Italy,Italy,Italian,No,Full-Time,472,APPROVED
participant_427,9.066666666666666,35,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,113,APPROVED
participant_425,19.633333333333333,30,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Full-Time,164,APPROVED
participant_431,23.816666666666666,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time,47,APPROVED
participant_430,10.25,23,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,412,APPROVED
participant_466,17.366666666666667,28,Female,Black,Namibia,Hungary,Namibia,English,Yes,Unemployed (and job seeking),378,APPROVED
participant_463,11.933333333333334,22,Female,Asian,Canada,Canada,Canada,Kurdish,DATA_EXPIRED,Full-Time,224,APPROVED
participant_451,16.433333333333334,31,Male,Mixed,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,860,APPROVED
participant_465,13.583333333333334,23,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking),26,APPROVED
participant_464,10.6,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,463,APPROVED
participant_453,12.066666666666666,36,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time,1894,APPROVED
participant_455,15.3,23,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time,5,APPROVED
participant_473,10.1,29,Female,White,Canada,Canada,Canada,English,No,Full-Time,128,APPROVED
participant_456,10.766666666666667,24,Female,White,United Kingdom,France,United Kingdom,English,Yes,Unemployed (and job seeking),336,APPROVED
participant_454,10.0,35,Female,Asian,Turkey,Canada,Canada,Chinese,No,Full-Time,5,APPROVED
participant_450,9.1,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,5,APPROVED
participant_459,11.233333333333333,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",18,APPROVED
participant_458,7.633333333333334,28,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,Other,232,APPROVED
participant_468,8.716666666666667,24,Male,White,Latvia,Latvia,Latvia,Latvian,No,Full-Time,121,APPROVED
participant_469,12.483333333333333,32,Male,White,South Africa,South Africa,South Africa,Afrikaans,No,Other,603,APPROVED
participant_467,17.433333333333334,45,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,664,APPROVED
participant_475,12.883333333333333,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,1007,APPROVED
participant_452,8.566666666666666,31,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,676,APPROVED
participant_457,23.083333333333332,24,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED,144,APPROVED
participant_470,22.933333333333334,28,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking),373,APPROVED
participant_460,10.433333333333334,41,Female,White,Spain,Spain,Spain,Spanish,No,Full-Time,1165,APPROVED
participant_472,8.083333333333334,21,Female,White,Poland,Poland,Poland,Polish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",77,APPROVED
participant_471,10.9,40,Female,White,Poland,Poland,Poland,Polish,No,DATA_EXPIRED,1531,APPROVED
participant_476,14.1,45,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,821,APPROVED
participant_506,13.25,57,Male,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking),24,APPROVED
participant_486,14.55,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",1425,APPROVED
participant_480,7.8,29,Female,White,Canada,Canada,Canada,English,Yes,Other,131,APPROVED
participant_490,12.85,65,Female,White,Switzerland,United Kingdom,United Kingdom,English,Yes,Other,462,APPROVED
participant_505,4.483333333333333,84,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,8,APPROVED
participant_494,11.333333333333334,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,988,APPROVED
participant_508,25.116666666666667,21,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,85,APPROVED
participant_479,17.883333333333333,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,1141,APPROVED
participant_507,27.983333333333334,42,Female,White,Canada,Canada,Canada,English,No,Full-Time,693,APPROVED
participant_489,23.233333333333334,63,Female,White,Poland,United Kingdom,Poland,Polish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",282,APPROVED
participant_483,11.5,43,Female,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",7,APPROVED
participant_498,15.25,51,Male,Asian,Japan,Japan,Japan,Japanese,No,Part-Time,128,APPROVED
participant_487,14.5,44,Male,Asian,Bangladesh,France,Bangladesh,Bengali,No,Full-Time,653,APPROVED
participant_496,31.7,18,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,Yes,Unemployed (and job seeking),30,APPROVED
participant_482,11.783333333333333,37,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,776,APPROVED
participant_484,20.5,37,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,168,APPROVED
participant_492,11.066666666666666,24,Male,White,Belgium,Belgium,Belgium,Dutch,Yes,Other,225,APPROVED
participant_495,17.566666666666666,29,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,364,APPROVED
participant_488,16.8,48,Male,White,Belgium,Belgium,Belgium,French,No,Full-Time,165,APPROVED
participant_501,9.05,29,Female,White,Poland,Poland,Poland,Polish,No,Full-Time,672,APPROVED
participant_504,29.8,24,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time,1359,APPROVED
participant_481,15.683333333333334,52,Female,Black,Brazil,Brazil,Brazil,Portuguese,No,Part-Time,75,APPROVED
participant_531,11.3,25,Prefer not to say,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,205,APPROVED
participant_517,13.083333333333334,54,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Other,69,APPROVED
participant_525,14.316666666666666,35,Female,White,Greece,Netherlands,Greece,Greek,Yes,Unemployed (and job seeking),223,APPROVED
participant_526,21.466666666666665,43,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Full-Time,528,APPROVED
participant_521,22.033333333333335,27,Female,White,Austria,Austria,Austria,German,No,Full-Time,45,APPROVED
participant_513,29.616666666666667,20,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,0,APPROVED
participant_516,28.233333333333334,33,Female,Black,Ghana,South Africa,South Africa,English,Yes,DATA_EXPIRED,315,APPROVED
participant_528,17.766666666666666,41,Female,White,Greece,Greece,Greece,Greek,No,Full-Time,407,APPROVED
participant_514,14.966666666666667,25,Female,Black,South Africa,South Africa,South Africa,English,No,Other,12,APPROVED
participant_523,21.133333333333333,42,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,421,APPROVED
participant_529,12.9,22,Male,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking),154,APPROVED
participant_533,16.166666666666668,27,Male,Mixed,Chile,Chile,Chile,Spanish,Yes,Part-Time,144,APPROVED
participant_534,22.866666666666667,71,Female,White,United States,Australia,United States,English,No,Part-Time,762,APPROVED
participant_515,18.2,46,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,20,APPROVED
participant_519,14.25,20,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,0,APPROVED
participant_518,10.516666666666667,44,Male,White,Uzbekistan,Israel,Israel,Hebrew,No,Full-Time,97,APPROVED
participant_527,11.0,22,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time,347,APPROVED
participant_520,9.533333333333333,55,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,35,APPROVED
participant_524,37.03333333333333,21,Male,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time,144,APPROVED
participant_530,10.616666666666667,26,Male,White,Slovenia,Slovenia,Slovenia,Slovenian,No,Full-Time,99,APPROVED
participant_510,10.033333333333333,23,Male,White,Slovenia,Slovenia,Slovenia,Slovenian,No,Unemployed (and job seeking),807,APPROVED
participant_522,8.666666666666666,34,Female,White,Bulgaria,United Kingdom,Bulgaria,Bulgarian,No,Part-Time,2397,APPROVED
participant_532,25.716666666666665,26,Female,White,Poland,Poland,Poland,Polish,No,Full-Time,107,APPROVED
participant_512,15.0,24,Male,Asian,Nepal,Canada,Nepal,Nepali,Yes,Other,55,APPROVED
participant_560,15.85,36,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,420,APPROVED
participant_555,10.6,39,Male,White,Greece,Greece,Greece,Greek,No,Full-Time,528,APPROVED
participant_549,14.5,27,Female,White,Greece,Greece,Greece,Greek,No,Full-Time,67,APPROVED
participant_559,47.35,27,Male,Asian,South Africa,South Africa,South Africa,English,Yes,Full-Time,760,APPROVED
participant_561,17.216666666666665,50,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,735,APPROVED
participant_548,14.433333333333334,38,Female,White,Romania,DATA_EXPIRED,DATA_EXPIRED,Romanian,DATA_EXPIRED,DATA_EXPIRED,408,APPROVED
participant_545,18.533333333333335,32,Male,White,Croatia,Croatia,Croatia,Croatian,No,Full-Time,6,APPROVED
participant_539,26.25,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),47,APPROVED
participant_563,22.283333333333335,24,Female,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking),449,APPROVED
participant_558,15.25,25,Female,Other,South Africa,South Africa,South Africa,English,Yes,Full-Time,128,APPROVED
participant_540,16.166666666666668,33,Female,White,Croatia,Croatia,Croatia,Croatian,Yes,Other,100,APPROVED
participant_551,19.166666666666668,33,Male,Black,South Africa,South Africa,South Africa,Other,Yes,Unemployed (and job seeking),709,APPROVED
participant_543,25.4,31,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),87,APPROVED
participant_537,40.916666666666664,23,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Full-Time,359,APPROVED
participant_544,18.25,51,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,193,APPROVED
participant_562,9.483333333333333,39,Female,White,Italy,Italy,Italy,Italian,No,DATA_EXPIRED,382,APPROVED
participant_554,53.5,26,Male,Black,Kenya,Kenya,Kenya,English,Yes,Full-Time,235,APPROVED
participant_547,23.333333333333332,29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time,635,APPROVED
participant_552,19.65,32,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time,33,APPROVED
participant_541,26.783333333333335,26,Male,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,143,APPROVED
participant_542,10.483333333333333,37,Male,White,Poland,Poland,Poland,Polish,No,Full-Time,93,APPROVED
participant_536,16.533333333333335,22,Male,Black,Ghana,United Kingdom,Ghana,English,Yes,Full-Time,481,APPROVED
participant_553,20.616666666666667,31,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time,106,APPROVED
participant_535,17.816666666666666,30,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,1122,APPROVED
