,image,edge_density,mean_h_channel,mean_s_channel,mean_v_channel,std_h_channel,std_s_channel,std_v_channel,cnn_symmetry_left_right,cnn_symmetry_up_down,slope_redies,fourier_sigma,2d_fractal_dimension,1st_order_eoe,room_type,reading,gaming,socializing,cleaning,playing,exercise,working,shopping,enclosed area,far-away horizon,open area,semi-enclosed area,bed,window ,cabinet,table,plant,chair,"painting, picture",sofa,lamp,cushion,flower,book,light,orientation5,length7,curvature7
25,dining room home_12282.png,84.146,0.04745,0.2637,0.47,0.1207,0.2167,0.2094,0.4509,0.4209,-2.631,0.01003,1.269,3.857,dining,0.617775522933022,0.2833271074595875,0.3946660480981252,0.2689006016913773,0.2318871379758865,0.2228405555750666,0.2768796948978592,0.1884846489571691,0.7776334740210733,0.2548854010315867,0.2391686084744023,0.2564151447201446,0,1,0,1,0,1,1,0,0,0,0,0,0,5062.94741231382,690.591819000412,18.9982892382199
26,dining room home_12284.png,102.436,0.007695,0.2859,0.5863,0.1565,0.2794,0.2027,0.4175,0.3693,-2.722,0.008415,1.442,3.97,dining,0.488205583278508,0.3060285254890434,0.3356561361283008,0.2986533513489418,0.3029416963744948,0.2761027599559492,0.2404156205422141,0.2167059178897263,0.7166747972810444,0.2583081923402358,0.2636772373097629,0.2973117010012265,0,1,1,1,0,1,1,0,1,0,0,0,1,3913.87208412259,261.307958122985,27.5544383883784
27,dining room home_12285.png,123.75,0.09961,0.3482,0.5399,0.05296,0.2892,0.2081,0.4504,0.3929,-2.663,0.01749,1.423,4.185,dining,0.4968736371140175,0.2853197159758186,0.3971638415546861,0.3092258314126622,0.2431959677574866,0.2522583475338931,0.2779293877762931,0.2470777966857711,0.7522455610591907,0.2908430931415453,0.2486532199502757,0.2874112073006947,0,1,1,1,0,1,0,0,1,0,0,0,1,3700.77202584281,0.0,12.5980137022429
28,dining room home_12288.png,99.413,0.02215,0.2283,0.5986,0.1919,0.2335,0.2314,0.393,0.4143,-2.619,0.01354,1.36,3.995,dining,0.5431035163991454,0.2726518213435136,0.3433976219708603,0.2956769264267441,0.2606693935118527,0.2515631074344564,0.2520991555410692,0.1990066042294164,0.7558524880825794,0.2495723738370308,0.2423264433647309,0.2554880724656478,0,1,0,1,0,1,1,0,0,0,1,0,0,3146.22342027752,1232.0313024966,13.5647779783501
29,dining room home_12291.png,89.234,0.07816,0.5056,0.6031,0.04294,0.2306,0.2445,0.3391,0.3698,-2.608,0.005779,1.33,4.245,dining,0.4891243244811376,0.2645158591555182,0.379047705331073,0.2774375409180695,0.2392473759988322,0.2322680476092083,0.2487472479060195,0.2200134664686922,0.7369531499541654,0.2492796829429564,0.2537558296669372,0.244630380738331,0,1,0,1,1,1,1,0,1,0,1,0,0,3104.32955036457,316.233464017494,17.5324130874371
30,dining room home_12308.png,118.735,0.1921,0.2453,0.5101,0.307,0.1961,0.2497,0.3337,0.3774,-2.813,0.02134,1.359,3.45,dining,0.4985150215198095,0.2729796471176052,0.3775504974763871,0.2967646781939093,0.2400913854162745,0.2502379688966475,0.2624257370563358,0.2289791827106779,0.7529098423585178,0.2679329750587497,0.2134961142357998,0.2802286748800331,0,0,1,1,0,1,1,0,1,0,1,0,1,4680.95435801145,719.521981048235,19.8059501289394
31,dining room home_12323.png,106.692,0.04998,0.2697,0.3791,0.1642,0.193,0.3103,0.3585,0.3733,-2.779,0.01076,1.358,3.965,dining,0.5034995707241654,0.29192876909237,0.4199642990769451,0.2397398619210514,0.226360280367029,0.210752068594765,0.2973091076512609,0.2079175111232733,0.8100715266520857,0.1756170931288758,0.1676059821027015,0.254740647506978,0,0,1,1,1,1,0,0,0,0,1,1,0,3683.09558773137,709.689493999004,20.1438850763866
32,dining room home_12332.png,98.343,0.08678,0.1997,0.6411,0.07153,0.159,0.2151,0.433,0.3073,-2.542,0.02301,1.319,4.042,dining,0.5211602592108139,0.2924523602892687,0.3964457730058671,0.3331547726902181,0.2626637781543656,0.2511671476306317,0.2726441333055358,0.2452249921679075,0.7340764165848227,0.2559477078688912,0.2621380218452126,0.2676966228437686,0,0,1,1,1,1,1,0,0,0,0,0,1,3233.43810177895,0.0,26.5514925149782
33,dining room home_12375.png,83.109,0.07129,0.4564,0.3889,0.1586,0.3067,0.21,0.4004,0.3744,-2.831,0.01754,1.288,4.019,dining,0.4736947316770686,0.3058696601632992,0.3892567376478154,0.3056393906472047,0.2777236656416963,0.282855702763053,0.2267072566592803,0.2326575357885766,0.7895240298003448,0.2546375222645908,0.2293855979833417,0.2656493666833069,0,1,1,1,0,1,1,0,1,0,0,0,0,3470.05446096295,679.958018798786,13.5555194477958
34,dining room home_12376.png,70.899,0.1093,0.4257,0.5958,0.03426,0.3019,0.2602,0.5796,0.2438,-2.889,0.006104,1.111,3.87,dining,0.5092997886945647,0.2956931793071283,0.3367778587516658,0.2978990852541278,0.2607374316153862,0.2537191462095703,0.3105490179739218,0.2327905396574069,0.7984518082252948,0.2847095737053299,0.2417081324716428,0.2444262935910267,0,1,0,1,0,1,1,0,0,0,1,0,0,3348.43587928429,435.458037069178,12.0156828556873
35,dining room home_12377.png,94.827,0.1105,0.1775,0.5756,0.104,0.1724,0.1618,0.3976,0.3673,-2.389,0.003755,1.467,4.299,dining,0.5393325464256078,0.2622894977494523,0.3608463624447099,0.2849620564616003,0.2590458467957655,0.253021839565096,0.208440520395793,0.242468799968915,0.6317405348499082,0.2622983828512947,0.2984154803379459,0.3424727885193551,0,1,1,1,0,1,1,0,0,0,0,0,1,3627.54738608449,463.53376667036,12.0824080975739
36,dining room home_12378.png,104.898,0.1784,0.2316,0.6246,0.2069,0.2031,0.1895,0.3748,0.4024,-2.853,0.01351,1.363,4.269,dining,0.5672418332419528,0.2922981687379001,0.4538362238341302,0.2910598415913474,0.2881441409393508,0.2636599674555528,0.2418259613746295,0.2625504877116321,0.6954428431761767,0.2442174571484895,0.2471905660276761,0.3062233759742602,0,1,1,1,1,1,1,0,0,0,1,0,1,3208.48707489778,421.164356602979,6.44617254412482
37,dining room home_12379.png,87.837,0.08966,0.5366,0.5031,0.08754,0.2817,0.2356,0.4404,0.4084,-2.745,0.01061,1.251,4.279,dining,0.5473914839706333,0.3011610019104749,0.4517522663303456,0.2977952763236662,0.2635906982375017,0.2614351731482906,0.2396087241813605,0.2393837072317599,0.7707563866619219,0.2583394624081351,0.2295508919242816,0.280008947489652,0,0,1,1,1,1,1,0,1,0,1,0,1,2879.49165680555,437.248029444211,17.3156864161094
38,dining room home_12401.png,90.893,0.06001,0.4909,0.6298,0.1077,0.2566,0.2122,0.3939,0.3942,-2.705,0.01184,1.279,4.432,dining,0.4998222158673427,0.2890803925078195,0.3954585412491826,0.2943317811654525,0.2527701503311463,0.234393898481853,0.2581779285956285,0.2642920165700582,0.808802903130036,0.274367185509033,0.2129206025666766,0.2663916001844134,0,1,0,1,1,1,1,1,0,1,0,0,1,3322.53473234685,632.423091062424,9.44755452108241
39,dining room home_12404.png,100.983,0.06049,0.5247,0.4303,0.1585,0.2423,0.2639,0.4521,0.4262,-2.581,0.002851,1.408,4.273,dining,0.4678292108712107,0.2871938561516509,0.4400603327727545,0.2850024573551553,0.2247306734771667,0.2220962541623229,0.2967912382765902,0.2656959333348508,0.8025816867856506,0.2437267270667322,0.2106941303303378,0.2356749196826957,0,0,1,1,1,1,0,0,1,0,1,0,1,3552.19958639479,0.0,19.2475150259468
40,dining room home_12408.png,103.426,0.04689,0.2432,0.6296,0.1679,0.2369,0.1795,0.4581,0.4418,-2.255,0.01562,1.532,4.183,dining,0.531918355390883,0.2512868723796195,0.4038324221046774,0.2756648785618005,0.2572509851837873,0.2275261613992073,0.2064442822286641,0.2338762724101079,0.6854958803730461,0.2281528934315159,0.2109666780796865,0.3030084323661014,0,0,0,1,0,1,0,0,0,0,0,0,0,3398.20880101543,733.338916340964,14.8742294819648
41,dining room home_12422.png,97.198,0.05002,0.3358,0.3994,0.1889,0.2656,0.2178,0.4477,0.4551,-2.28,0.00516,1.507,4.153,dining,0.490581061529299,0.2885852147859846,0.4196018721521487,0.2590400300950517,0.2744459899907653,0.2343398376312463,0.224047867785613,0.2156308446908107,0.7179486983693392,0.2263811239747745,0.2369014221259317,0.2671636045971917,0,1,1,1,1,1,0,0,0,0,1,0,0,3436.72510184468,182.452944438678,13.6419830980223
42,dining room home_12424.png,108.638,0.08564,0.4156,0.4877,0.1674,0.2026,0.2319,0.3973,0.4411,-2.843,0.01049,1.339,3.932,dining,0.4506181637978753,0.2964212514244496,0.4224316588420052,0.2878106500289351,0.2545017258625959,0.2581551802838265,0.2682111191123554,0.2849142738146104,0.7818033070146844,0.2469249813480245,0.2207362887653412,0.2662892515073133,0,1,1,1,1,1,0,0,1,0,0,0,1,3605.79945097475,361.228546924912,13.5453856120808
43,dining room home_12429.png,89.729,0.06174,0.3203,0.6338,0.1062,0.2108,0.208,0.4314,0.3259,-2.333,0.01035,1.385,4.137,dining,0.5042889612710891,0.2834020993049964,0.3486615422663384,0.2959282660003099,0.3039139093154863,0.2967101304475446,0.2341225418518166,0.2560721033571816,0.6782752679792882,0.3110443710932175,0.3121776771633366,0.308797906356362,0,1,1,1,1,1,0,0,1,0,1,0,1,3261.35991956684,265.670100340479,25.7341880133375
44,dining room home_12430.png,92.739,0.09539,0.3989,0.6197,0.08371,0.2386,0.2119,0.3973,0.3972,-2.739,0.007481,1.357,4.182,dining,0.5310881436045443,0.2870478087027306,0.386528908996928,0.2860691862942346,0.2740361514323595,0.2518869041994096,0.257019846575979,0.2717490079592402,0.7375018325658678,0.2635318971487941,0.2186299094069302,0.3189886994880085,0,1,1,1,1,1,0,1,1,1,0,0,1,3596.86152333927,374.142655352709,14.6760317137713
45,dining room home_12432.png,67.447,0.1115,0.1846,0.6364,0.139,0.1993,0.1788,0.4018,0.3808,-2.819,0.009459,1.282,3.619,dining,0.5627551606336471,0.3133073934995629,0.3612942994559488,0.3133813564951279,0.3043303218192844,0.2825454227165735,0.2735283340273762,0.2665061074964529,0.7656745364185915,0.2783451860566339,0.2462643151441844,0.2878668048229005,0,0,1,1,1,1,1,1,0,1,0,0,1,4226.18434283253,419.809061879398,20.8824931518402
46,dining room home_12434.png,114.274,0.03437,0.2265,0.5261,0.1702,0.2171,0.2694,0.4201,0.4156,-2.823,0.007666,1.328,3.78,dining,0.4998291653652448,0.2797813533162042,0.3848793655067379,0.2833996484552708,0.2633340290226751,0.2393264699679154,0.2910516428504149,0.2574905298345646,0.8041269462525619,0.2183823097213666,0.1976598929657171,0.2482724193051889,0,1,1,1,1,1,1,0,1,1,0,1,1,4080.94957431991,434.929461293601,16.8749687183509
47,dining room home_12454.png,86.522,0.117,0.2852,0.5381,0.1615,0.1793,0.1415,0.4235,0.4173,-2.551,0.004669,1.496,4.167,dining,0.5360098193023864,0.2759704159317869,0.3481212701134022,0.2735408351574646,0.2796494210182962,0.2622121697169829,0.2216888932337865,0.2700708694048266,0.7412929530056033,0.2156770527262088,0.220138285668401,0.2769906236220715,0,1,0,1,1,1,1,0,0,0,0,0,0,3549.49221684405,184.865654551096,23.7510145972894
48,dining room home_12465.png,90.72,0.07553,0.4189,0.5653,0.06315,0.1968,0.2303,0.3304,0.369,-2.636,0.004309,1.375,4.134,dining,0.5428367049502519,0.2847388977393396,0.4007503596718083,0.2956775788680209,0.3047652524486191,0.2719752063328771,0.2492317896676102,0.2710776710916194,0.7467241379593245,0.2455703140878124,0.2321207677379435,0.2845242559844947,0,1,1,1,1,1,1,0,0,0,1,0,0,3450.56081832428,235.149365118177,17.5208292099522
49,dining room home_12467.png,86.883,0.9978,0.3031,0.5123,0.2035,0.1665,0.2197,0.4493,0.3762,-2.764,0.008421,1.375,4.084,dining,0.5609225481390352,0.2754251813087002,0.4381873712237397,0.2741202200700433,0.2534477792563656,0.2253320484673865,0.2502287255630031,0.2072873580338496,0.7258349902336189,0.2503090472180729,0.2288552056407766,0.2914888514379466,0,1,1,1,1,1,0,0,1,0,1,0,0,4886.02459727408,251.684112316961,10.4102582203493
50,dining room home_12468.png,99.297,0.08555,0.4436,0.5771,0.1166,0.1751,0.2712,0.4138,0.3269,-2.902,0.00694,1.269,3.855,dining,0.5452848022140481,0.3146717570740731,0.4641350237176183,0.2758672423192339,0.2701873362434291,0.2487057316297237,0.265712991681215,0.2239164649732103,0.7818493961259165,0.2622100964754203,0.2413429132778846,0.2340816752209593,0,0,1,1,1,1,1,0,0,0,1,0,0,3447.00398314324,752.633274900189,17.8989351517634
51,dining room home_12469.png,117.518,0.121,0.3508,0.6556,0.06407,0.1922,0.2147,0.5036,0.3985,-2.83,0.01804,1.419,3.824,dining,0.5091512415247221,0.2952008993295298,0.3418963140981224,0.3128620604706522,0.2660595372108175,0.2773246922050477,0.2826312339028404,0.2344231734008222,0.7594830237261905,0.322301130203606,0.2687829677748466,0.2689851044592583,0,1,1,1,0,1,1,0,1,0,1,1,1,3536.21975199634,837.674346794099,30.7975041711787
52,dining room home_12482.png,69.821,0.05567,0.2195,0.6494,0.07154,0.1326,0.1592,0.6295,0.2642,-2.762,0.03702,1.314,3.668,dining,0.52597933381681,0.3049077815838855,0.340769549252633,0.3119041793983608,0.2754017557688236,0.2526602797527387,0.2228121253205619,0.2364373704773465,0.7750496529261648,0.3022025569469182,0.245585913029914,0.281440300665977,0,1,1,1,1,1,1,0,0,0,0,0,1,4106.88520290517,1056.02434459732,3.45854720474821
53,dining room home_12492.png,84.316,0.08107,0.3439,0.4536,0.1309,0.2394,0.2937,0.3824,0.3547,-2.987,0.01039,1.24,3.911,dining,0.5162775890948782,0.2983323690842573,0.402841700128303,0.3185562503636265,0.2580829783325972,0.2536094654800337,0.2542196003616314,0.2237783274815151,0.8175941489278918,0.268883310177653,0.2140946277806483,0.2655711062677271,0,1,1,1,1,1,0,0,0,0,0,0,0,4800.72734603387,493.927228901626,6.86022296178087
54,dining room home_12509.png,108.838,0.1759,0.2367,0.5776,0.1901,0.2185,0.1684,0.4824,0.3614,-2.391,0.0078,1.59,4.123,dining,0.492504118448828,0.2999563368958478,0.4035228418890507,0.3120218477139077,0.2638228005819496,0.2684905852793909,0.2943642226848987,0.3128266598538066,0.7294344071062419,0.2987989454361962,0.2522431907321798,0.3083244250814938,0,1,1,1,1,1,1,0,1,0,0,0,1,3610.60243078008,185.378199136022,11.7900801246998
55,dining room home_12510.png,97.084,0.06129,0.1176,0.5233,0.2611,0.1495,0.2145,0.4567,0.455,-2.635,0.01065,1.438,3.953,dining,0.538820218197987,0.2629250009343824,0.4348752732750678,0.2712694850234504,0.2352682568245674,0.2352222963098247,0.2590952274656955,0.1953682552353659,0.7535777757286389,0.2234360483859173,0.2093392670120768,0.2615956862960857,0,1,1,1,0,1,1,0,0,0,1,0,0,4073.85440900473,0.0,8.48914064423098
56,dining room home_12512.png,82.537,0.08054,0.463,0.3669,0.06554,0.2755,0.2115,0.4491,0.4143,-2.59,0.01545,1.317,4.189,dining,0.5316710439392004,0.2785593742753101,0.3883731554237095,0.2709708463770908,0.2374143746602301,0.211749216392778,0.2163040759446108,0.2225551595767048,0.8193182763500559,0.2016361366240772,0.1780047510073005,0.23323715303041,0,1,1,1,1,1,1,1,1,0,0,0,0,3403.21627683653,964.34184261464,13.655101775703
57,dining room home_12518.png,60.442,0.09733,0.1951,0.4975,0.08354,0.1548,0.2692,0.4356,0.2895,-2.825,0.006392,1.2,4.001,dining,0.5371699400189455,0.2873329203710691,0.3859465738632771,0.2870640457240689,0.2746492803539934,0.2375142848310447,0.2455466539024569,0.2161160410455518,0.7906829952442928,0.2690482292081028,0.2070779859352072,0.2519020291113268,0,0,1,1,0,1,0,0,0,0,1,0,0,2888.0698827843,801.521353649145,0.0
58,dining room home_12529.png,69.994,0.1585,0.2397,0.3478,0.1731,0.2551,0.2249,0.3575,0.3164,-2.797,0.01511,1.252,3.939,dining,0.6104822403458166,0.2687076974310858,0.4220830029157003,0.2770020451203335,0.2524828414082549,0.2267687254843465,0.2230521597877363,0.1979498499709449,0.7741220372420906,0.2450142802847819,0.2039214345138429,0.2696571757884458,0,1,0,1,0,1,0,0,0,0,1,1,0,4215.37695421663,276.923272517882,9.31738061051601
59,dining room home_12534.png,83.577,0.1154,0.4699,0.58,0.06653,0.2824,0.2071,0.4342,0.4283,-2.69,0.006008,1.306,3.928,dining,0.5304092132868815,0.2557610837843243,0.3771184922742536,0.2819237971381623,0.2528002574241715,0.2429884015643409,0.1984118527781465,0.1995360622839276,0.7748388804188956,0.2215914784515824,0.2231754192534992,0.2377753262528624,0,1,0,1,1,1,1,0,0,0,0,0,0,3391.06552533312,355.916100106962,14.7914608587319
60,dining room home_12536.png,107.247,0.0957,0.4663,0.5613,0.1139,0.235,0.2266,0.4095,0.4172,-2.785,0.008055,1.535,4.215,dining,0.5313317078801376,0.2910229132048233,0.43924689652681,0.2972353884874049,0.2400655109836296,0.2473692431434559,0.2318375029874842,0.2283642952907372,0.7742426949992223,0.2561733374889669,0.2013292816363553,0.2844154423196457,0,1,1,1,0,1,1,0,1,0,1,0,1,3361.34933957909,637.132837108537,14.8411827421888
61,dining room home_12545.png,90.919,0.0813,0.5162,0.629,0.1133,0.2889,0.2782,0.3842,0.3503,-2.684,0.03915,1.308,3.635,dining,0.5188137953361123,0.323038850700387,0.3987847960302622,0.2996862744193962,0.2958061689312408,0.2794412422700643,0.2363962572681978,0.222976857469053,0.7829756561889103,0.2817399240778878,0.2423091323946484,0.2477774932833021,0,1,1,1,0,1,1,0,0,0,0,0,1,4073.89445331057,211.09483531976,14.4251273136586
62,dining room home_12563.png,116.195,0.0545,0.4757,0.5288,0.1365,0.2571,0.2097,0.4595,0.4409,-2.755,0.009835,1.463,4.107,dining,0.3995939431810361,0.3039836474744912,0.4331085214898025,0.3303324833394358,0.2331784053335781,0.2413607567282282,0.3807730449860796,0.3321702122015377,0.7735320793500793,0.3030454358189381,0.246911809443134,0.2700247368940163,0,1,1,1,1,1,1,1,1,1,0,0,1,2132.91638156436,774.721149982145,12.3559532290287
63,dining room interior_11863.png,101.512,0.05888,0.2858,0.5115,0.1745,0.2831,0.2147,0.4505,0.3945,-2.671,0.005984,1.54,3.776,dining,0.56102098870604,0.3066185433647463,0.384309737400145,0.2951457149848687,0.2774736567946411,0.25203101971449,0.3315685238015875,0.283427347013784,0.7657237535162558,0.2651235776583135,0.2513819829935603,0.2702137759051014,0,1,1,1,0,1,1,1,1,1,1,0,0,4197.97036040913,599.427501409873,16.6404496232311
64,dining room interior_11872.png,86.047,0.8688,0.1342,0.4846,0.1993,0.1934,0.2592,0.5275,0.3463,-2.643,0.008035,1.277,4.173,dining,0.5217231462306438,0.2709047155292037,0.35808252748053,0.2790788502113305,0.228010898269524,0.2128625768034405,0.3060963844449288,0.1830568737319667,0.7982038342209374,0.2460729436954422,0.2298753241632814,0.2155122279733196,0,1,0,1,0,1,1,0,1,1,0,0,0,4309.77207593919,784.506864447076,17.9529670702482
65,dining room interior_11875.png,96.001,0.06576,0.6668,0.6867,0.04029,0.2204,0.233,0.3949,0.3914,-2.773,0.01475,1.339,3.648,dining,0.4360494167793328,0.2710116679622025,0.3547167373756983,0.3019971632074237,0.2276269718041417,0.2342984541241729,0.267653529007084,0.2405782211651518,0.7735470274063536,0.2511856786187248,0.2435156089822398,0.2134751762707102,0,1,0,1,0,1,1,0,1,0,0,0,0,4221.19189499298,406.545412004913,13.7667000078079
66,dining room interior_11876.png,88.437,0.06012,0.2781,0.5672,0.1409,0.1891,0.1719,0.3888,0.3893,-2.59,0.002989,1.371,4.079,dining,0.4884783127376679,0.2843085831944931,0.3920932747054795,0.3093762670588308,0.2305946963301115,0.2336022739383775,0.2823373548953085,0.2281689120916237,0.8345591557180126,0.25146605210668,0.2017054798679211,0.2293661387728663,0,1,1,1,0,1,0,0,0,0,1,0,1,3543.25987119636,544.796210932623,8.84220070901775
67,dining room interior_11880.png,105.85,0.1517,0.1889,0.6379,0.1651,0.2167,0.2604,0.3155,0.3512,-2.683,0.01914,1.357,4.144,dining,0.4707246369616297,0.2703482527835657,0.3259670877756352,0.2999571758166193,0.2367246899089606,0.2292417840570397,0.2896623269809322,0.2695404637350096,0.7251085481389355,0.2854288511837776,0.2496414495347451,0.2471511128827118,0,0,0,1,0,1,0,0,1,0,1,0,1,2359.76560107822,508.96846430932,15.5838740847934
68,dining room interior_11881.png,87.46,0.06162,0.5966,0.4526,0.1251,0.2621,0.2556,0.4096,0.4413,-2.779,0.006723,1.399,4.146,dining,0.506650790967019,0.2983624654224285,0.4760054990161557,0.2733473991844115,0.2456021852356583,0.2377360668616426,0.2485060201759995,0.2310285987243225,0.8040117813549266,0.3075754219495061,0.2447954003435948,0.250875087998668,0,1,1,1,0,1,1,0,0,0,0,0,0,2643.72035803744,1376.52548553208,12.256907371117
69,dining room interior_11907.png,113.288,0.08735,0.08311,0.6672,0.2134,0.1176,0.1926,0.4488,0.3494,-2.596,0.009283,1.422,4.221,dining,0.570600399095842,0.2453820541086039,0.4052234478065749,0.2743155940329854,0.240817178749094,0.2191566680181509,0.2404411620113878,0.2076435035854066,0.6884391595489323,0.1703526119837921,0.2246546593610039,0.2793072298336079,0,0,0,1,1,1,0,0,1,0,1,0,0,3494.76535961383,219.489574841868,21.4760036036893
70,dining room interior_11915.png,108.225,0.05325,0.2584,0.3961,0.1071,0.1476,0.2797,0.5486,0.4002,-2.797,0.01485,1.306,3.68,dining,0.5135649473791785,0.2993384195933556,0.5242317302006598,0.3215730641956352,0.2675409470202394,0.2466452847902357,0.3277516357687409,0.2533884432247419,0.7323843115537547,0.2702603684542847,0.2505693653042146,0.2803498959487031,0,1,1,1,0,1,1,0,0,0,0,0,0,4822.46990159586,359.893700877906,7.50180934503327
71,dining room interior_11934.png,105.462,0.09732,0.205,0.5462,0.1956,0.1765,0.3062,0.4778,0.425,-2.864,0.007074,1.271,4.07,dining,0.4418427119649863,0.2768432425083329,0.390801484586617,0.2908192966868119,0.2208719013884696,0.2344204966391794,0.3597012918805961,0.3051352454551516,0.7636428006962138,0.2674514653353195,0.210794123909284,0.273402621733582,0,1,1,1,0,1,0,0,1,0,1,1,1,2993.84366049885,225.904400228612,22.1689281534579
72,dining room interior_11939.png,90.178,0.08383,0.4832,0.5287,0.04973,0.2659,0.2419,0.3284,0.3976,-2.616,0.00961,1.377,3.946,dining,0.4519045261898277,0.2844889700774254,0.3444914653686712,0.3066968906305433,0.252226681858064,0.2533872468651062,0.2455128719005392,0.2403926251525547,0.8043953887628319,0.2697132734428412,0.2035423334718935,0.2591776444508258,0,1,0,1,1,1,1,1,1,1,1,0,1,3508.89743869228,242.657945521124,27.1386761170526
73,dining room interior_11943.png,68.523,0.06547,0.6103,0.4258,0.069,0.2883,0.2391,0.3874,0.3548,-2.913,0.01164,1.285,3.914,dining,0.4959477690823602,0.326223772879273,0.4151000823438694,0.3194279378446311,0.2747865608316125,0.2658439005343128,0.2631767373774538,0.2622747089530096,0.7928607426639206,0.2686957630607899,0.2285138084007038,0.2705445628199811,0,1,0,1,0,1,1,0,1,0,0,0,0,3996.09483226542,353.897959480349,21.253434184557
74,dining room interior_11946.png,100.387,0.1148,0.1526,0.5589,0.1957,0.1283,0.2664,0.2934,0.3648,-2.659,0.005019,1.366,4.18,dining,0.4169898469887885,0.2635924756809524,0.317608645873746,0.2452566129478357,0.2086080688060357,0.2303212584155002,0.3145792233530259,0.1947193908498412,0.812296853580051,0.251341297012179,0.2231405045437394,0.202483126118638,0,0,1,1,0,1,1,1,1,1,1,0,1,3802.74385976595,0.0,34.8135278580841
75,dining room interior_11955.png,68.873,0.1066,0.392,0.3586,0.2151,0.3351,0.185,0.4135,0.3701,-2.866,0.007469,1.21,3.835,dining,0.4717038081722381,0.2757468587013048,0.320516441780926,0.2951269970422788,0.223530274397647,0.2172019021835877,0.2381940351082328,0.206846874124918,0.7304142863539608,0.260773676553905,0.2649450846934911,0.2558081208327687,0,1,0,1,0,1,1,0,1,0,0,0,0,3778.85211856596,895.604165950453,27.3498976542334
76,dining room interior_12001.png,96.014,0.0849,0.09661,0.5642,0.1974,0.1252,0.2131,0.4157,0.3037,-2.662,0.008879,1.417,3.836,dining,0.6145707331704294,0.2736709555757622,0.437579366096145,0.2808995816257342,0.2340259237672674,0.2229834920314208,0.2774692159239467,0.2143770771222756,0.766315466617799,0.2578523650640819,0.2253699265589078,0.2635307942382317,0,1,0,1,0,1,1,0,1,0,0,0,1,4598.56137163785,334.888823772051,1.79494659153366
77,dining room interior_12003.png,93.471,0.05823,0.2039,0.5939,0.1597,0.1933,0.2955,0.3825,0.3024,-2.802,0.0106,1.22,3.992,dining,0.4993631973811596,0.303008344374317,0.2894733755965338,0.3027065719747971,0.2759100310679036,0.2508104020588542,0.3498094420065823,0.2681150988736325,0.7444742134582407,0.2830682910306368,0.2891844891473583,0.2364342396825442,0,1,1,1,0,1,1,0,1,0,0,1,0,3640.3629426144,211.946252295374,12.6535270038201
78,dining room interior_12004.png,92.855,0.1382,0.1437,0.5953,0.1349,0.1723,0.3119,0.3943,0.3465,-2.52,0.005341,1.328,3.973,dining,0.4828954678798365,0.2691205854773755,0.3495244043120369,0.3083646092473556,0.2528137655018568,0.2378784528876781,0.2743791051688374,0.2317138999994581,0.6302091567795388,0.2415968512750782,0.314372901010697,0.2956349050820889,0,1,1,1,1,1,0,0,0,0,1,0,1,3010.55612239504,997.277011991933,44.2681046919407
79,dining room interior_12005.png,100.828,0.2026,0.1564,0.6242,0.3101,0.1348,0.2116,0.3777,0.3637,-2.635,0.00524,1.368,4.053,dining,0.4466203907852466,0.2769496257096261,0.3221382709577712,0.3079515532883787,0.2446639462756608,0.2505155159094607,0.2773668825920507,0.2093685037386722,0.7815423505889166,0.2760399275748967,0.2204625310275281,0.2664855674840043,0,0,1,1,0,1,0,1,0,0,0,0,1,3655.15288875198,444.973235740128,26.295668888847
80,dining room interior_12007.png,82.15,0.09009,0.3409,0.492,0.07646,0.2366,0.2576,0.4108,0.3791,-2.748,0.01366,1.268,4.048,dining,0.4794208815595951,0.2607506669842745,0.3207449497203263,0.3088814745447918,0.2214293232407185,0.1987717585528742,0.3536361887199554,0.2355667449060061,0.8103282401029277,0.2750416783041081,0.2396806212063567,0.2015914408706637,0,1,1,1,0,1,1,0,1,0,0,1,0,3280.09679312699,355.902114620732,19.830094831778
81,dining room interior_12009.png,111.557,0.07694,0.2968,0.6028,0.1648,0.278,0.2697,0.3794,0.3568,-2.816,0.009195,1.337,3.912,dining,0.5397917771691754,0.2931930992266202,0.4321358171514207,0.3002675112062755,0.2579274750325799,0.2600132803695895,0.3022475048345159,0.2438845279059928,0.7792225101073113,0.2812793386216443,0.202414760615606,0.3301154742065514,0,1,1,1,1,1,0,0,0,0,0,0,1,3597.52422486772,388.339782181187,4.88824347430092
82,dining room interior_12071.png,148.694,0.07288,0.3914,0.5145,0.1135,0.2518,0.2317,0.4584,0.4869,-2.646,0.005443,1.519,4.111,dining,0.506089002369149,0.2723476896471478,0.4297961372093026,0.2598688191604793,0.2210142565279734,0.2060724077758378,0.2503241963853079,0.2226881529334335,0.7699759285187969,0.2085347190565127,0.1959336189754975,0.276467151982347,0,1,1,1,1,1,1,0,0,0,1,0,1,3270.41351928717,542.133385612433,17.4362041079101
83,dining room interior_12079.png,132.307,0.1233,0.3154,0.4733,0.2937,0.2036,0.1979,0.5456,0.5077,-2.494,0.009427,1.574,4.127,dining,0.4586824452731321,0.2865863903807969,0.3372751649135411,0.2789072897923174,0.240201513014785,0.2234608587333245,0.3814174405955627,0.2752640224969561,0.7336585254168906,0.2225788760482933,0.2235053435583169,0.2500583400169576,0,0,0,1,0,1,1,1,0,0,1,0,0,4032.29699992135,552.966841132474,26.1556583044779
